code,name,pe,pb,yield,time
1613,SYNERTONE,-8.75,2.406,0,2020-08-28 16:06:10
1615,AB-BUILDERS,7.394,0.591,0,2020-08-28 16:06:15
1616,STARRISE-MEDIA,16.667,0.429,0,2020-08-28 16:06:18
1617,NANFANG-COMM,37.941,1.587,2.946,2020-08-28 16:06:21
1618,MCC,4.272,0.332,6.124,2020-08-28 16:06:24
1619,TIANHE-CHEM,0,0,0,2020-08-28 16:06:25
1620,CTEH,16.667,1.079,3.333,2020-08-28 16:06:26
1621,VICO-INTL-HLDGS,5.813,0.525,0,2020-08-28 16:06:28
1622,REDCO-GROUP,11.35,2.269,0.919,2020-08-28 16:06:29
1623,HILONG,1.675,0.081,0,2020-08-28 16:06:33
1626,JIA-YAO-HLDGS,63.75,1.288,0,2020-08-28 16:06:39
1627,ABLE-ENG-HLDGS,31.667,0.606,0,2020-08-28 16:06:41
1628,YUZHOU-GROUP,4.616,0.817,10.082,2020-08-28 16:06:43
1629,CHAMP-ALLI-INTL,176.471,11.07,0,2020-08-28 16:06:45
1630,KIN-SHING-HLDGS,-11,0.706,0,2020-08-28 16:06:47
1631,REF-HOLDINGS,5.42,0.755,28.169,2020-08-28 16:06:50
1632,MSCTECH,-20,3.038,0,2020-08-28 16:06:53
1633,SHEUNG-YUE-GP,64,0.516,0,2020-08-28 16:06:56
1635,DZUG,11.859,0.778,2.797,2020-08-28 16:07:02
1636,CMRU,-3.261,0.39,0,2020-08-28 16:07:06
1637,SH-GROUP-HLDG,4.923,0.498,5.313,2020-08-28 16:07:07
1638,KAISA-GROUP,4.734,0.847,3.25,2020-08-28 16:07:11
1639,AKM-INDUSTRIAL,13.377,1.25,0.971,2020-08-28 16:07:14
1640,RUICHENG-CHINA,2.077,0.451,0,2020-08-28 16:07:18
1645,HAINA-INTEL,0,0,0,2020-08-28 16:07:27
1647,GRANDSHORES,-43,0.799,0,2020-08-28 16:07:33
1649,IMEEI,4.312,0.668,0,2020-08-28 16:07:39
1650,HYGIEIA-GROUP,0,0,0,2020-08-28 16:07:41
1651,TSUGAMI-CHINA,13.982,1.485,4.8,2020-08-28 16:07:44
1652,FUSEN-PHARM,46.133,3.677,0.202,2020-08-28 16:07:47
1653,MOS-HOUSE,0,1.409,0,2020-08-28 16:07:49
1655,OKURA-HOLDINGS,8.161,0.429,0,2020-08-28 16:07:53
1656,ISDN-HOLDINGS,23.505,1.108,1.009,2020-08-28 16:07:57
1657,SG-GROUP-HLDGS,11.919,1.511,0,2020-08-28 16:07:59
1658,PSBC,4.994,0.623,5.711,2020-08-28 16:08:00
1659,HAITIAN-ENERGY,33.75,2.288,0,2020-08-28 16:08:02
1660,ZHAOBANGJI-PPT,190,20.357,0,2020-08-28 16:08:05
1661,WISDOM-SPORTS,-0.263,0.202,0,2020-08-28 16:08:06
1662,YEE-HOP-HLDGS,38.571,2.842,0,2020-08-28 16:08:08
1663,S-HARBOURHOLD,4.96,0.204,8.065,2020-08-28 16:08:10
1665,PENTAMASTER,12.244,3.659,0.785,2020-08-28 16:08:14
1666,TONG-REN-TANG,16.329,1.235,2.936,2020-08-28 16:08:16
1667,MILESTONE-BUILD,-6.095,0.821,0,2020-08-28 16:08:18
1668,CHINASOUTHCITY,2.492,0.189,3.704,2020-08-28 16:08:21
1669,GIC-GROUP,3.141,0.249,4.694,2020-08-28 16:08:24
1671,TIANBAO-ENERGY,10,0.341,4.583,2020-08-28 16:08:28
1672,ASCLETIS-B,-29.902,0.908,0,2020-08-28 16:08:31
1673,HUAZHANG-TECH,-8.8,1.734,0,2020-08-28 16:08:34
1675,ASIAINFO-TECH,18.003,1.888,2.218,2020-08-28 16:08:40
1676,SHENGHAI-GROUP,1.536,0.099,0,2020-08-28 16:08:41
1678,CREATIVE-GLOBAL,-0.24,0.05,0,2020-08-28 16:08:45
1679,RISECOMM-GP,-2.24,2.706,0,2020-08-28 16:08:48
1680,MACAU-LEGEND,-29.667,0.742,0,2020-08-28 16:08:51
1681,CONSUN-PHARMA,30.762,1.254,5.573,2020-08-28 16:08:53
1682,HP-LIVING-TECH,-5.568,1.431,0,2020-08-28 16:08:55
1683,HOPE-LIFE-INT,51.25,2.95,0,2020-08-28 16:08:59
1685,BOER-POWER,72,1.068,0,2020-08-28 16:09:01
1686,SUNEVISION,27.056,3.226,2.85,2020-08-28 16:09:03
1687,PRC-B2710,0,0,0,2020-08-28 16:09:05
1689,HUAXIHOLDINGS,14.53,3.047,4.706,2020-08-28 16:09:09
1690,LAP-KEI-ENGRG,-2.292,0.64,0,2020-08-28 16:09:12
1691,JS-GLOBAL-LIFE,81.655,4.022,4.831,2020-08-28 16:09:14
1692,TOWNRAY-HLDGS,4.398,1.097,23.214,2020-08-28 16:09:15
1693,BGMC,-1.109,0.22,0,2020-08-28 16:09:18
1695,S&P-INTL-HLDG,-29,0.41,0,2020-08-28 16:09:22
1696,SISRAM-MED,6.803,0.434,4.418,2020-08-28 16:09:23
1697,SDITC,4.717,0.319,8,2020-08-28 16:09:26
1698,BOSHIWA-INT'L,152.727,-54.194,0,2020-08-28 16:09:27
1699,PUTIAN-FOOD,4.088,0.351,0,2020-08-28 16:09:29
1700,SPRINGLAND,0,0,0,2020-08-28 16:09:33
1701,TU-YI-HLDG,9.697,1.143,0,2020-08-28 16:09:35
1702,DONGGUANG-CHEM,6.117,0.864,3.371,2020-08-28 16:09:38
1703,PALACE-BANQUET,-2.589,2.101,0,2020-08-28 16:09:39
1705,B-&-S-INTL-HLDG,150,1.385,0,2020-08-28 16:09:43
1706,SHUANG-YUN-HLDG,4.125,0.414,0,2020-08-28 16:09:45
1707,GEOTECH-HLDGS,-47.5,2.375,0,2020-08-28 16:09:48
1708,SAMPLE-TECH,14.834,0.778,0,2020-08-28 16:09:49
1709,DL-HOLDINGS-GP,-18.261,6.176,0,2020-08-28 16:09:53
1710,TRIO-IND-ELEC,7.682,0.479,9.467,2020-08-28 16:09:54
1711,ULFERTS,-14.429,1.629,0,2020-08-28 16:09:56
1712,DRAGON-MINING,7.46,1.085,0,2020-08-28 16:09:58
1713,SICHUAN-EN-INV,7.377,0.484,8.148,2020-08-28 16:09:59
1715,MIJI-INTL-HLDGS,12.786,1.261,0,2020-08-28 16:10:02
1716,MOST-KWAI-CHUNG,13.673,1.841,7.164,2020-08-28 16:10:05
1717,AUSNUTRIA,21.01,4.632,1.705,2020-08-28 16:10:08
1718,WAN-KEI-GROUP,-7.937,2.304,0,2020-08-28 16:10:10
1719,CIL-GROUP,45.5,2.264,0,2020-08-28 16:10:12
1720,PUTIAN-COMM,10.882,1.555,0,2020-08-28 16:10:13
1721,FSM-HOLDINGS,0,1.732,0,2020-08-28 16:10:14
1722,KIN-PANG-HLDGS,6.429,0.405,0,2020-08-28 16:10:15
1723,HK-ASIA-HLDGS,53.939,10.501,2.809,2020-08-28 16:10:16
1725,ETERNITY-TECH,15.789,1.705,0,2020-08-28 16:10:22
1726,HKE-HOLDINGS,13.875,1.099,0,2020-08-28 16:10:25
1727,HEBEI-CONS,0,4.544,0.927,2020-08-28 16:10:28
1728,ZHENGTONGAUTO,3.267,0.175,10.101,2020-08-28 16:10:29
1729,TIME-INTERCON,4.929,1.052,7.246,2020-08-28 16:10:32
1730,LHN,5.565,0.476,6.719,2020-08-28 16:10:33
1731,PROSPEROUS-IND,-78.75,0.337,0,2020-08-28 16:10:34
1732,XIANGXING-INT,10,0.949,0,2020-08-28 16:10:37
1733,E-COMMODITIES,2.388,0.23,0,2020-08-28 16:10:40
1735,CENTRALHOLD-NEW,-314.167,24.803,0,2020-08-28 16:10:43
1736,PARENTING-NET,-195,0.405,0,2020-08-28 16:10:46
1737,A-&-S-GROUP,-12,0.6,0,2020-08-28 16:10:47
1738,FS-ANTHRACITE,-11.667,-3.192,0,2020-08-28 16:10:50
1739,QEEKA-HOME,41.053,1.835,0.855,2020-08-28 16:10:52
1740,VALUES-CULTURAL,4.649,0,0,2020-08-28 16:10:55
1741,RI-YING-HLDGS,-82.143,0,0,2020-08-28 16:10:58
1742,HPC-HOLDINGS,1.481,0.237,0,2020-08-28 16:11:01
1743,CANGNAN-INST,19.22,2.552,1.556,2020-08-28 16:11:02
1745,LVJI-TECH,5.583,0,0,2020-08-28 16:11:07
1746,MAN-SHUN-GP,385,2.377,0,2020-08-28 16:11:08
1747,HOME-CONTROL,14.4,2.748,2.917,2020-08-28 16:11:11
1748,XIN-YUAN-ENT,12.991,0.743,0,2020-08-28 16:11:14
1749,SHANSHAN,-4.015,0.245,0,2020-08-28 16:11:15
1750,REM-GROUP-HLDGS,12.333,0.643,0,2020-08-28 16:11:18
1751,KINGLAND-GROUP,-5.135,1.242,0,2020-08-28 16:11:21
1752,TOP-EDUCATION,31.111,2.456,1.429,2020-08-28 16:11:24
1753,DUIBA,-14.327,2.547,2.849,2020-08-28 16:11:26
1755,S-ENJOY-SERVICE,64.416,19.636,0.794,2020-08-28 16:11:31
1756,HUALI-UNIV-GP,0,0,1.959,2020-08-28 16:11:33
1757,AFFLUENT-FDN,-5.286,1.734,0,2020-08-28 16:11:34
1758,BOJUN-EDU,18.571,0.581,0,2020-08-28 16:11:35
1759,SINO-GAS-HLDGS,22.807,1.46,0,2020-08-28 16:11:37
1760,INTRON-TECH,18.984,1.816,1.564,2020-08-28 16:11:39
1761,BABYTREE-GROUP,-4.343,0.727,0,2020-08-28 16:11:40
1762,WANKA-ONLINE,6.939,0.711,0,2020-08-28 16:11:43
1763,CIRC,24.391,2.135,0.542,2020-08-28 16:11:46
1765,HOPE-EDU,28.902,3.098,1.055,2020-08-28 16:11:48
1766,CRRC,7.756,0.673,4.607,2020-08-28 16:11:49
1767,TS-WONDERS,13.824,0.789,0,2020-08-28 16:11:53
1769,SCHOLAR-EDU,109.859,21.024,0.769,2020-08-28 16:11:57
1771,SUNFONDA-GP,4.26,0.251,4.211,2020-08-28 16:12:01
1772,GANFENGLITHIUM,0,5.529,0.821,2020-08-28 16:12:03
1773,TIANLI-EDU,55.517,6.126,0.509,2020-08-28 16:12:07
1775,BEXCELLENT-GP,17.083,1.082,7.317,2020-08-28 16:12:12
1776,GF-SEC,8.228,0.68,6.637,2020-08-28 16:12:15
1777,FANTASIA,9.527,0.605,3.416,2020-08-28 16:12:18
1778,COLOUR-LIFE,9.804,1.315,2.5,2020-08-28 16:12:21
1780,B-&-D-STRATEGIC,9.02,1.093,10.435,2020-08-28 16:12:25
1781,SC-CREATIVE-DEV,-0.332,-0.843,0,2020-08-28 16:12:26
1782,VIXTEL-TECH,20,1.425,0,2020-08-28 16:12:27
1783,GOLDEN-PONDER,-44,0.562,7.576,2020-08-28 16:12:31
1785,CHENGDU-EXPWAY,6.789,0.911,6.453,2020-08-28 16:12:34
1786,CRCCE,10.111,0.226,4.835,2020-08-28 16:12:35
1787,SD-GOLD,0,3.562,0.371,2020-08-28 16:12:36
1788,GUOTAI-JUNAN-I,9.915,0.792,4.655,2020-08-28 16:12:37
1789,AK-MEDICAL,69.686,16.878,0.375,2020-08-28 16:12:39
1790,TIL-ENVIRO,4.352,0.443,0,2020-08-28 16:12:42
1792,CMON,8.222,0.755,0,2020-08-28 16:12:46
1793,WECON-HOLDINGS,2.841,0.514,10.615,2020-08-28 16:12:48
1796,YIELD-GO-HLDGS,-26.471,1.282,0,2020-08-28 16:12:54
1797,KOOLEARN,-43.298,11.764,0,2020-08-28 16:12:56
1798,DATANG-RENEW,8.651,0.641,3.028,2020-08-28 16:12:58
1799,XINTE-ENERGY,10.966,0.395,1.571,2020-08-28 16:13:00
1800,CHINA-COMM-CONS,3.454,0.282,5.679,2020-08-28 16:13:02
1801,INNOVENT-BIO,-35.119,13.619,0,2020-08-28 16:13:04
1802,WENYE-GROUP,9.208,0,0,2020-08-28 16:13:07
1803,BJ-SPORTS-&-ENT,-3.265,0.615,0,2020-08-28 16:13:08
1806,HUIFU-PAYMENT,11.681,1.431,0,2020-08-28 16:13:13
1808,ENTERPRISE-DEV,-1.178,1.385,0,2020-08-28 16:13:19
1809,PRINX-CHENGSHAN,9.456,1.329,2.503,2020-08-28 16:13:20
1810,XIAOMI-W,47.886,6.006,0,2020-08-28 16:13:21
1811,CGN-NEW-ENERGY,6.832,0.818,0,2020-08-28 16:13:24
1812,CHENMING-PAPER,9.062,0.496,4.734,2020-08-28 16:13:25
1813,KWG-GROUP,4.367,1.197,5.942,2020-08-28 16:13:27
1815,CSMALL,-124,0.479,0,2020-08-28 16:13:31
1816,CGN-POWER,7.382,0.865,4.826,2020-08-28 16:13:35
1817,MULSANNE-GROUP,20.112,4.427,0,2020-08-28 16:13:36
1818,ZHAOJIN-MINING,53.735,2.312,0.493,2020-08-28 16:13:38
1819,FUGUINIAO,0,0,0,2020-08-28 16:13:41
1820,PM-PACKAGING,16.29,1.963,8.134,2020-08-28 16:13:44
1821,ESR,34.726,3.209,0,2020-08-28 16:13:47
1822,HONGDA-FIN,-0.069,0.614,0,2020-08-28 16:13:50
1823,HUAYUEXPRESSWAY,6.311,0.777,0,2020-08-28 16:13:53
1825,STERLING-GP,-0.89,0.915,0,2020-08-28 16:13:57
1826,STEERING-HLDGS,9.412,0.825,0,2020-08-28 16:13:58
1827,MIRICOR,17.647,1.515,0,2020-08-28 16:14:02
1828,DCH-HOLDINGS,0,0,0,2020-08-28 16:14:03
1829,CMEC,3.096,0.378,9.508,2020-08-28 16:14:04
1830,PERFECT-SHAPE,7.709,4.089,13.655,2020-08-28 16:14:07
1831,SHIFANG-HLDG,-0.837,1.203,0,2020-08-28 16:14:08
1832,SAI-LEISURE,3.071,0.335,2.973,2020-08-28 16:14:11
1833,PA-GOODDOCTOR,-138.78,11.261,0,2020-08-28 16:14:14
1835,REALWAY-CAPITAL,64.928,1.541,0,2020-08-28 16:14:20
1836,STELLA-HOLDINGS,8.025,0.804,5.952,2020-08-28 16:14:23
1837,NATURAL-FOOD-IH,11.719,1.349,2.667,2020-08-28 16:14:27
1838,CHINAPROPERTIES,-4.629,0.035,0,2020-08-28 16:14:28
1839,CIMC-VEHICLES,8.536,1.161,6.89,2020-08-28 16:14:31
1841,A.PLUS-GROUP,6.308,1.231,6.098,2020-08-28 16:14:35
1842,GROWN-UP-GROUP,-14.375,3.77,0,2020-08-28 16:14:39
1843,SNACK-EMPIRE,7.929,1.298,0,2020-08-28 16:14:42
1845,WG-ENV-TECH,6.071,0.785,0,2020-08-28 16:14:47
1846,EUROEYES,-452.308,2.399,0,2020-08-28 16:14:49
1847,GHPC,2.721,0.632,8,2020-08-28 16:14:53
1848,CALC,5.435,1.227,9.458,2020-08-28 16:14:54
1849,AM-GROUP,28.077,4.101,0,2020-08-28 16:14:55
1850,WINDMILL-GP,-10.385,1.971,0,2020-08-28 16:14:58
1851,GINGKO-EDU,39.589,2.606,0,2020-08-28 16:14:59
1853,CHUNCHENG-HEAT,4.937,0.969,9.538,2020-08-28 16:15:04
1854,GOAL-FORWARD,-21.25,1.049,0,2020-08-28 16:15:05
1856,ERNEST-BOREL,-7.489,4.208,0,2020-08-28 16:15:07
1857,CEB-WATER,4.252,0.416,5.859,2020-08-28 16:15:10
1858,CHUNLI-MEDICAL,52.876,15.516,0,2020-08-28 16:15:12
1859,BRIGHT-CULTURE,12.466,0,0,2020-08-28 16:15:13
1860,MOBVISTA,39.658,3.437,1.724,2020-08-28 16:15:15
1861,PRECIOUS-DRAGON,11.375,1.542,2.473,2020-08-28 16:15:18
1862,JINGRUI-HLDGS,2.804,0.479,11.823,2020-08-28 16:15:21
1863,CHI-LONGEVITY,25.849,3.285,0,2020-08-28 16:15:24
1865,PIPELINE-ENG,133.333,5.455,0,2020-08-28 16:15:29
1866,CHINA-XLX-FERT,8.609,0.643,3.423,2020-08-28 16:15:31
1867,LKS-HOLDING,89,0.856,0,2020-08-28 16:15:34
1868,NEO-NEON,-78.333,1.02,0,2020-08-28 16:15:37
1869,LI-BAO-GE-GP,-3.027,2.376,0,2020-08-28 16:15:39
1870,ACME-INTL-HLDGS,2.7,0.375,3.704,2020-08-28 16:15:40
1871,CHINA-ORIENTED,3.806,0.449,0,2020-08-28 16:15:43
1872,GUAN-CHAO-HLDGS,6.35,0.447,0,2020-08-28 16:15:44
1873,VIVA-BIOTECH,43.396,7.233,0.217,2020-08-28 16:15:46
1875,TOT-BIOPHARM-B,-4.333,1.283,0,2020-08-28 16:15:49
1876,BUD-APAC,45.89,4.633,0.761,2020-08-28 16:15:52
1877,JUNSHI-BIO,-47.125,11.734,0,2020-08-28 16:15:55
1878,SOUTHGOBI-S,4.167,-0.358,0,2020-08-28 16:15:58
1881,REGAL-REIT,-1.938,0.278,9.28,2020-08-28 16:16:06
1882,HAITIAN-INT'L,15.285,2.039,2.295,2020-08-28 16:16:08
1883,CITIC-TELECOM,9.71,1.046,7.463,2020-08-28 16:16:09
1884,EPRINT-GROUP,23,0.565,0,2020-08-28 16:16:12
1885,CH-WOOD-OPT,19.125,2.082,0,2020-08-28 16:16:13
1886,HUIYUAN-JUICE,336.667,0.446,0,2020-08-28 16:16:15
1888,KB-LAMINATES,12.564,1.614,8.163,2020-08-28 16:16:19
1889,SANAI-HEALTH-GP,-1.023,3.333,0,2020-08-28 16:16:20
1890,CHINA-KEPEI,25.097,4.169,1.538,2020-08-28 16:16:22
1891,HENG-HUP,10,0.388,3.846,2020-08-28 16:16:25
1894,HANG-YICK-HLDGS,358.125,17.74,0.052,2020-08-28 16:16:29
1895,XINYUAN-PM,15.638,3.025,1.368,2020-08-28 16:16:33
1896,MAOYAN-ENT,33.391,1.865,0,2020-08-28 16:16:34
1897,MILLIONHOPE-IND,10,0.475,5.714,2020-08-28 16:16:35
1898,CHINA-COAL,3.728,0.238,7.128,2020-08-28 16:16:38
1899,XINGDA-INT'L,8.685,0.448,8.108,2020-08-28 16:16:40
1900,CHINA-ITS,-5.833,0.131,0,2020-08-28 16:16:43
1901,FEIYANG-GROUP,18.095,1.743,0,2020-08-28 16:16:45
1902,YINCHENG-INTL,0,1.285,0.924,2020-08-28 16:16:46
1903,JBB-BUILDERS,6.489,1.284,3.279,2020-08-28 16:16:49
1905,HAITONG-UT,6.848,0.661,8.333,2020-08-28 16:16:54
1906,BONNY-HLDG,-45,1.949,0,2020-08-28 16:16:58
1907,CHINA-RISUN-GP,5.959,1.258,4.826,2020-08-28 16:16:59
1908,C&D-INTL-GROUP,6.179,2.022,5.959,2020-08-28 16:17:02
1909,FIRE-ROCK,41.317,22.411,0.309,2020-08-28 16:17:03
1910,SAMSONITE,12.178,0.828,0,2020-08-28 16:17:05
1911,CR-HOLDINGS,31.957,1.656,0.93,2020-08-28 16:17:08
1912,CONTEL,13.571,1.31,0,2020-08-28 16:17:11
1913,PRADA,35.952,3.098,0,2020-08-28 16:17:12
1915,TAIHE-M-FIN,22.366,1.296,1.298,2020-08-28 16:17:17
1916,JIANGXI-BANK,8.74,0.521,1.622,2020-08-28 16:17:20
1917,DOUMOB,27.8,0.959,0,2020-08-28 16:17:22
1918,SUNAC,4.973,1.596,4.024,2020-08-28 16:17:25
1919,COSCO-SHIP-HOLD,6.284,1.207,0,2020-08-28 16:17:28
1920,HANDS-FORM-HLDG,11,2.071,0,2020-08-28 16:17:30
1921,DALIPAL-HLDG,3.867,1.027,8.621,2020-08-28 16:17:32
1922,YINCHENG-LS,41.932,14.414,0.569,2020-08-28 16:17:34
1925,KWUNGS-HOLDINGS,11.538,0,0,2020-08-28 16:17:40
1928,SANDS-CHINA-LTD,17.288,7.907,2.925,2020-08-28 16:17:45
1929,CHOW-TAI-FOOK,30.069,3.311,2.752,2020-08-28 16:17:48
1930,SHINELONG,12.826,1.326,1.017,2020-08-28 16:17:50
1931,IVD-MEDICAL,9.852,1.13,2.622,2020-08-28 16:17:53
1932,CPM-GROUP,-15.536,0.819,2.299,2020-08-28 16:17:55
1933,ONEFORCE-HLDGS,-1.809,0.656,0,2020-08-28 16:17:57
1935,JH-EDUCATION,25.18,3.051,4.286,2020-08-28 16:18:01
1936,RITAMIX,0,0,0,2020-08-28 16:18:03
1937,JIACHEN-HOLDING,3.793,0,0,2020-08-28 16:18:06
1938,CHU-KONG-PIPE,-1.318,3.328,0,2020-08-28 16:18:08
1939,TOKYO-CHUO,32.353,0.982,1.818,2020-08-28 16:18:10
1941,YE-XING-GROUP,13.868,0,0,2020-08-28 16:18:16
1942,MOG-HOLDINGS,13.462,0,0,2020-08-28 16:18:17
1943,SILVER-TIDE,-14.286,0.866,0,2020-08-28 16:18:21
1949,PLATT-NERA,-10.536,0.913,0,2020-08-28 16:18:35
1950,SUNLIGHT-TECH-H,7.917,0,0,2020-08-28 16:18:39
1951,JXR,51.923,3.125,0.63,2020-08-28 16:18:42
1953,RIMBACO,0,0,0,2020-08-28 16:18:48
1955,JOHNSON-HLDGS,9.697,1.065,0,2020-08-28 16:18:55
1957,MBV-INTL,0,0,0,2020-08-28 16:18:58
1958,BAIC-MOTOR,6.787,0.557,4.947,2020-08-28 16:19:00
1959,CENT-UNIT-HLDG,3.967,0.681,5.479,2020-08-28 16:19:03
1960,TBKS-HLDGS,4.415,0,0,2020-08-28 16:19:05
1961,JIU-ZUN-DIGITAL,6.604,0,3.571,2020-08-28 16:19:08
1962,EVERGREEN-PG,11.172,1.24,1.852,2020-08-28 16:19:10
1963,BCQ,3.116,0.379,5.945,2020-08-28 16:19:12
1966,CHINA-SCE-GROUP,4.31,0.87,6.112,2020-08-28 16:19:19
1967,CONFIDENCE-IN,51.667,6.469,0,2020-08-28 16:19:21
1968,HINGTEX-HLDGS,24.125,0.293,4.145,2020-08-28 16:19:24
1969,CHINA-CHUNLAI,10.132,1.308,0,2020-08-28 16:19:28
1970,IMAX-CHINA,13.277,2.178,2.468,2020-08-28 16:19:31
1971,RSUN-SER,0,0,0,2020-08-28 16:19:33
1972,SWIREPROPERTIES,9.107,0.426,4.258,2020-08-28 16:19:34
1975,SUN-HING-PRINT,5.149,0.554,10.145,2020-08-28 16:19:42
1977,ANALOGUE-HLDGS,5.05,0.811,8.725,2020-08-28 16:19:47
1978,LH-GROUP,-34.286,1.399,0,2020-08-28 16:19:50
1979,TEN-PAO-GROUP,5.706,1.453,5.743,2020-08-28 16:19:53
1980,TIANGE,11.429,0.392,0,2020-08-28 16:19:55
1981,CATHAY-EDU,0,0,0,2020-08-28 16:19:57
1982,NAMESON-HLDGS,5.362,0.427,11.622,2020-08-28 16:20:00
1983,LUZHOU-BANK,8.562,0.788,5.299,2020-08-28 16:20:03
1985,MICROWARE,8.667,1.496,6.838,2020-08-28 16:20:08
1986,TSAKER-CHEM,2.531,0.742,15.603,2020-08-28 16:20:11
1987,BENG-SOON-MACH,88.75,7.148,0,2020-08-28 16:20:14
1988,MINSHENG-BANK,3.479,0.417,8.473,2020-08-28 16:20:17
1989,PINE-CARE-GP,87.333,5.901,1.145,2020-08-28 16:20:21
1990,XINGHUA-PORT,23.611,2.172,1.961,2020-08-28 16:20:24
1991,TA-YANG-GROUP,-1.879,0.486,0,2020-08-28 16:20:28
1992,FOSUN-TOURISM,15.064,1.128,0.241,2020-08-28 16:20:31
1993,ASIARAY,-11.448,4.57,0,2020-08-28 16:20:34
1995,EVERSUNSHINE-LS,99.387,19.401,0.296,2020-08-28 16:20:40
1996,RSUN-PPT,5.466,0.577,4.593,2020-08-28 16:20:42
1997,WHARF-REIC,25.27,0.459,5.229,2020-08-28 16:20:45
1998,FLYKE-INT'L,-126.667,-5.758,0,2020-08-28 16:20:48
1999,MAN-WAH-HLDGS,25.035,6.082,1.769,2020-08-28 16:20:52
2000,SIM-TECH,-12.903,0.465,0,2020-08-28 16:20:55
2001,NEW-HIGHER-EDU,20.629,3.272,1.39,2020-08-28 16:20:59
2002,SUNSHINE-PAPER,3.243,0.433,0,2020-08-28 16:21:00
2003,VCREDIT,30.342,0.639,0,2020-08-28 16:21:03
2005,SSY-GROUP,13.059,2.987,2.24,2020-08-28 16:21:08
2006,JINJIANGCAPITAL,9.559,0.702,5.231,2020-08-28 16:21:11
2007,COUNTRY-GARDEN,4.715,1.254,6.133,2020-08-28 16:21:15
2008,PHOENIX-TV,15.6,0.363,0,2020-08-28 16:21:16
2009,BBMG,4.238,0.339,7.988,2020-08-28 16:21:19
2010,REAL-NUTRI,-3.077,0.049,0,2020-08-28 16:21:20
2011,CHINA-APEX-GP,-25.579,5.215,3.086,2020-08-28 16:21:23
2012,SUNSHINE-OIL,-0.41,0.193,0,2020-08-28 16:21:26
2013,WEIMOB-INC,72.824,12.569,0,2020-08-28 16:21:29
2014,OZNER-WATER,-0.345,0.151,0,2020-08-28 16:21:32
2016,CZBANK,5.063,0.615,7.306,2020-08-28 16:21:37
2017,CHANHIGH,4.2,0.202,0,2020-08-28 16:21:39
2018,AAC-TECH,23.843,2.734,0.204,2020-08-28 16:21:43
2019,DEXIN-CHINA,4.551,1.465,2.895,2020-08-28 16:21:46
2020,ANTA-SPORTS,37.033,9.899,0.693,2020-08-28 16:21:48
2022,DIGIT-HOLLYWOOD,-3.5,0.457,0,2020-08-28 16:21:52
2023,CHINA-LUDAO,21.296,1.546,0,2020-08-28 16:21:55
2025,RUIFENG-POWER,31.429,1.005,1.515,2020-08-28 16:22:01
2028,JOLIMARK,-2.015,0.302,0,2020-08-28 16:22:07
2030,CABBEEN,9.053,1.187,4.435,2020-08-28 16:22:12
2031,AUSUPREME,18.75,1.261,3.333,2020-08-28 16:22:13
2033,TIME-WATCH,5.578,0.767,5.244,2020-08-28 16:22:18
2038,FIH,-75,0.453,0,2020-08-28 16:22:32
2039,CIMC,19.403,0.74,1.611,2020-08-28 16:22:34
2048,E-HOUSE-ENT,13.018,1.389,1.932,2020-08-28 16:22:57
2051,51-CREDIT-CARD,-0.468,0.249,0,2020-08-28 16:23:06
2060,PUJIANG-INTL,19.484,1.35,0,2020-08-28 16:23:25
2066,SHENGJINGBANK,7.086,0.711,0,2020-08-28 16:23:42
2068,CHALIECO,-63.636,0.445,0.286,2020-08-28 16:23:47
2078,PANASIALUM,-1.114,2.266,0,2020-08-28 16:24:09
2080,AUX-INTL,11.429,1.17,0,2020-08-28 16:24:14
2083,NATURE-HOME,7.955,0.565,0,2020-08-28 16:24:22
2086,HNA-TECH-INV,-15.385,1.075,0,2020-08-28 16:24:30
2088,XIWANG-PROPERTY,-2.098,0.208,0,2020-08-28 16:24:35
2098,ZALL-SMARTCOM,85.556,0.425,0,2020-08-28 16:24:58
2099,CHINAGOLDINTL,-15.69,0.359,0,2020-08-28 16:25:01
2100,BAIOO,18.413,1.862,4.31,2020-08-28 16:25:05
2103,SINIC-HOLDINGS,5.666,1.58,3.515,2020-08-28 16:25:13
2108,K2-F&B,4.59,0.38,0,2020-08-28 16:25:25
2111,BEST-PACIFIC,4.014,0.476,5,2020-08-28 16:25:31
2112,CAA-RESOURCES,-0.361,0.232,0,2020-08-28 16:25:33
2113,CENTURY-GP-INTL,-51,5.258,0,2020-08-28 16:25:37
2116,JS-INNOV,5.397,0.544,2.941,2020-08-28 16:25:42
2118,TIAN-SHAN-DEV,-26.695,1.272,0,2020-08-28 16:25:48
2119,TSIT-WING-INTL,10.101,1.389,4.9,2020-08-28 16:25:50
2120,KN-HOSPITAL,18.312,0.931,0,2020-08-28 16:25:53
2121,FIRST-CHEM,0,0,0,2020-08-28 16:25:55
2122,KIDSLAND-INTL,-1.6,0.212,0,2020-08-28 16:25:58
2123,GOLDEN-SHIELD,4.148,0.253,0,2020-08-28 16:26:00
2128,CHINA-LESSO,13.406,2.464,2.717,2020-08-28 16:26:11
2133,GREENWAY-MINING,-0.995,0.046,0,2020-08-28 16:26:26
2136,LIFESTYLE-CHI,-20.312,0.19,0,2020-08-28 16:26:35
2138,UM-HEALTHCARE,14.983,4.283,5.275,2020-08-28 16:26:39
