code,name,pe,pb,yield,time
1110,KINGWORLD,9.231,0.664,3.194,2020-08-28 15:47:06
1111,CHONG-HING-BANK,5.086,0.409,6.346,2020-08-28 15:47:08
1112,H&H-INTL-HLDG,19.624,3.539,4.302,2020-08-28 15:47:09
1113,CK-ASSET,5.344,0.452,4.555,2020-08-28 15:47:12
1114,BRILLIANCE-CHI,4.813,0.959,5.687,2020-08-28 15:47:15
1115,TIBET-WATER,-1.862,0.527,0,2020-08-28 15:47:17
1116,MAYER-HOLDINGS,112.5,1.037,0,2020-08-28 15:47:20
1117,CH-MODERN-D,19.194,0.963,0,2020-08-28 15:47:23
1118,GOLIK-HOLDINGS,-56.364,0.39,3.226,2020-08-28 15:47:25
1119,IDREAMSKY,14.74,1.466,0,2020-08-28 15:47:27
1120,ARTS-OPTICAL,-2.125,0.323,0,2020-08-28 15:47:29
1121,BAOFENGMODERN,-1.612,10.833,0,2020-08-28 15:47:32
1122,QINGLING-MOTORS,8.782,0.392,12.701,2020-08-28 15:47:34
1123,CHINA-HK-PHOTO,-5.333,0.25,0,2020-08-28 15:47:35
1124,COASTAL-GL,-1.037,0.08,0,2020-08-28 15:47:39
1125,LAI-FUNG-HOLD,4.102,0.173,2.387,2020-08-28 15:47:41
1126,DREAM-INT'L,4.44,0.887,3.834,2020-08-28 15:47:44
1127,LION-ROCK-GROUP,3.833,0.491,10.145,2020-08-28 15:47:47
1128,WYNN-MACAU,15.077,38.482,0,2020-08-28 15:47:48
1129,WATER-INDUSTRY,3.889,0.348,0,2020-08-28 15:47:51
1130,CHINA-ENV-RES,-0.9,0.174,0,2020-08-28 15:47:55
1131,AGRITRADE-RES,0.5,0.117,6.024,2020-08-28 15:47:58
1132,ORANGE-SKY-G-H,-14.083,0.219,0,2020-08-28 15:48:01
1133,HARBIN-ELECTRIC,36.286,0.249,0,2020-08-28 15:48:03
1134,KELFRED,33.158,1.522,3.175,2020-08-28 15:48:05
1137,HKTV,-26.648,5.348,0,2020-08-28 15:48:09
1138,COSCO-SHIP-ENGY,31.913,0.471,1.199,2020-08-28 15:48:12
1139,VICTORY-GROUP,-12.526,-238,0,2020-08-28 15:48:15
1140,OP-FINANCIAL,-2.22,0.74,0,2020-08-28 15:48:18
1141,CMBC-CAPITAL,16.5,2.809,2.273,2020-08-28 15:48:22
1142,SIBERIAN-MINING,-0.048,-0.032,0,2020-08-28 15:48:23
1143,LINK-ASIA-INTL,-0.727,0.304,0,2020-08-28 15:48:26
1145,COURAGE-INV,51.667,0.249,0,2020-08-28 15:48:32
1146,CH-OUTFITTERS,21.429,0.255,0,2020-08-28 15:48:33
1147,EDENSOFT,0,0,0,2020-08-28 15:48:35
1148,POWER-XINCHEN,49.167,0.113,0,2020-08-28 15:48:36
1150,MILAN-STATION,-1.087,1.645,0,2020-08-28 15:48:40
1151,ELEC-&-ELTEK,13.981,1.005,1.763,2020-08-28 15:48:42
1152,MOMENTUM-FIN,-2,0.717,0,2020-08-28 15:48:44
1155,CENTRON-TELECOM,1.726,0.117,0,2020-08-28 15:48:51
1156,CHINANEWENERGY,0,0,0,2020-08-28 15:48:53
1157,ZOOMLION,12.239,1.448,0,2020-08-28 15:48:56
1158,NC-HOTEL,17.264,2.323,2.985,2020-08-28 15:48:58
1159,STARLIGHT-CUL,13.06,4.042,0,2020-08-28 15:49:01
1160,YOUTH-CHAMP,-31.864,62.667,0,2020-08-28 15:49:02
1161,WATER-OASIS-GP,5.443,2.103,15.116,2020-08-28 15:49:04
1162,LUMINA-GROUP,7.31,0.922,0,2020-08-28 15:49:06
1163,ADTIGER-CORP,0,0,0,2020-08-28 15:49:08
1164,CGN-MINING,13.125,1.068,3.175,2020-08-28 15:49:09
1165,SFCE,-0.248,-0.544,0,2020-08-28 15:49:12
1166,SOLARTECH-INT'L,-0.386,0.104,0,2020-08-28 15:49:13
1168,SINOLINK-HOLD,-5.506,0.264,0,2020-08-28 15:49:15
1169,HAIER-ELEC,9.517,2.401,1.753,2020-08-28 15:49:17
1170,KINGMAKER,-8.8,0.39,6.061,2020-08-28 15:49:18
1171,YANZHOU-COAL,0,0.49,28.922,2020-08-28 15:49:21
1172,MAGNUSCONCORDIA,-4.778,0.589,0,2020-08-28 15:49:24
1173,VEEKO-INT'L,-0.602,0.44,0,2020-08-28 15:49:25
1175,FRESH-EXP,-1.667,0.127,0,2020-08-28 15:49:32
1176,ZHUGUANG-HOLD,11.34,1.197,0,2020-08-28 15:49:35
1177,SINO-BIOPHARM,57.143,4.995,0.576,2020-08-28 15:49:36
1178,HUIYIN-HLDGS-GP,-1.65,0.404,0,2020-08-28 15:49:37
1180,PARADISE-ENT,930,1.758,0,2020-08-28 15:49:44
1181,TANG-PALACE,7.684,1.655,7.397,2020-08-28 15:49:46
1182,SUCCESS-DRAGON,-20.4,8.5,0,2020-08-28 15:49:47
1183,MECOM-POWER,27.391,3.36,3.571,2020-08-28 15:49:50
1184,S.A.S.-DRAGON,6.481,0.945,8.776,2020-08-28 15:49:51
1185,CHINA-ENERGINE,-0.611,-1.622,0,2020-08-28 15:49:53
1186,CHINA-RAIL-CONS,3.959,0.442,3.722,2020-08-28 15:49:55
1188,HYBRID-KINETIC,-0.812,1,0,2020-08-28 15:50:00
1189,GBA-DYNAMIC,-1.86,0.092,11.111,2020-08-28 15:50:03
1190,BOLINA,-0.211,0.268,0,2020-08-28 15:50:07
1191,CHINA-GEM-HLDGS,-0.271,1.182,0,2020-08-28 15:50:09
1192,TITAN-PETROCHEM,0.088,-0.17,0,2020-08-28 15:50:12
1193,CHINA-RES-GAS,16.328,3.137,2.302,2020-08-28 15:50:15
1194,BAYAREAGOLD-NEW,-0.315,0.029,0,2020-08-28 15:50:16
1195,KINGWELL-GROUP,-14.667,0.8,0,2020-08-28 15:50:20
1196,REALORD-GROUP,-14.983,2.655,0,2020-08-28 15:50:22
1198,ROYALE-HOME,51.852,1.84,0,2020-08-28 15:50:28
1199,COSCO-SHIP-PORT,5.712,0.355,7.254,2020-08-28 15:50:31
1200,MIDLAND-HOLDING,-7.708,0.401,0,2020-08-28 15:50:32
1201,TESSON-HOLDINGS,-5,0.539,0,2020-08-28 15:50:34
1202,CHENGDU-PUTIAN,-3.643,0.213,0,2020-08-28 15:50:37
1203,GUANGNAN-(HOLD),11.667,0.261,1.429,2020-08-28 15:50:38
1205,CITIC-RESOURCES,3.947,0.377,0,2020-08-28 15:50:42
1206,TECHNOVATOR,4.348,0.178,0,2020-08-28 15:50:45
1207,SRE-GROUP,-0.22,0.096,0,2020-08-28 15:50:48
1208,MMG,-9.148,2.084,0,2020-08-28 15:50:52
1210,CHRISTINE,-0.855,2.585,0,2020-08-28 15:50:58
1211,BYD-COMPANY,0,3.598,0.087,2020-08-28 15:51:02
1212,LIFESTYLE-INT'L,5.488,2.701,0,2020-08-28 15:51:04
1213,MOBICON-GROUP,-14.828,0.81,2.326,2020-08-28 15:51:06
1215,KAI-YUAN-HLDGS,-21.5,0.226,0,2020-08-28 15:51:10
1216,ZYBANK,7.817,0.423,4.414,2020-08-28 15:51:14
1217,CH-INNOVATION,5,0.182,0,2020-08-28 15:51:16
1218,EASYKNIT-INT'L,-0.813,0.075,0,2020-08-28 15:51:19
1219,TENWOW-INT'L,0,-0.345,0,2020-08-28 15:51:22
1220,ZHIDAO-INT'L,-2.278,0.469,0,2020-08-28 15:51:24
1221,SINO-HOTELS,-35.672,0.563,0.418,2020-08-28 15:51:25
1222,WANG-ON-GROUP,4.313,0.205,8.696,2020-08-28 15:51:29
1223,SYMPHONY-HOLD,36.25,0.887,0.92,2020-08-28 15:51:32
1224,C-C-LAND,16.075,0.381,1.163,2020-08-28 15:51:34
1225,LERADO-FIN,-3.432,0.264,0,2020-08-28 15:51:37
1226,CH-INV-FIN-NEW,-0.393,0.272,0,2020-08-28 15:51:39
1227,NATIONAL-INV,-1.312,-0.737,0,2020-08-28 15:51:40
1228,SUPERB-SUMMIT,-13.774,2.863,0,2020-08-28 15:51:42
1229,NAN-NAN-RES,-2.788,0.467,0,2020-08-28 15:51:44
1230,YASHILI-INT'L,20.741,0.419,0,2020-08-28 15:51:46
1231,NEWTON-RES,-45.789,14.5,0,2020-08-28 15:51:49
1232,GW-TIANDI,3.248,0.171,3.137,2020-08-28 15:51:51
1233,TIMES-CHINA,4.018,1.117,7.516,2020-08-28 15:51:54
1234,CHINA-LILANG,5.989,1.348,10.573,2020-08-28 15:51:57
1235,TRAVEL-EXPERT,-2.315,0.949,0,2020-08-28 15:51:59
1236,NATIONAL-AGRI,0,0,0,2020-08-28 15:52:02
1237,CH-ENV-TECH&BIO,-2.068,0.151,0,2020-08-28 15:52:04
1238,POWERLONG,5.134,0.671,7.465,2020-08-28 15:52:06
1239,TEAMWAY-INT-NEW,-2.963,-2.222,0,2020-08-28 15:52:08
1240,CNQC-INT'L,4.345,0.296,15.873,2020-08-28 15:52:11
1241,SHUANGHUA-H,-1.778,0.168,0,2020-08-28 15:52:14
1243,WANG-ON-PPT,3.667,0.357,6.364,2020-08-28 15:52:19
1245,NIRAKU,22.727,0.159,2.8,2020-08-28 15:52:26
1246,BOILLHEALTHCARE,-1.429,0.667,0,2020-08-28 15:52:29
1247,MIKO-INTL,-0.109,0.122,0,2020-08-28 15:52:33
1249,TONLY-ELEC,8.821,1.379,3.867,2020-08-28 15:52:39
1250,BE-CLEAN-ENERGY,4.5,0.349,0,2020-08-28 15:52:40
1251,SPT-ENERGY,1.983,0.282,0,2020-08-28 15:52:44
1252,CHINA-TIANRUI,11.199,1.586,0,2020-08-28 15:52:47
1253,GREENLAND-BROAD,19.792,1.605,0,2020-08-28 15:52:51
1255,S.-CULTURE,-10.175,3.862,0,2020-08-28 15:52:56
1257,CEB-GREENTECH,4.42,0.693,4.611,2020-08-28 15:53:00
1258,CHINFMINING,5.714,0.76,3.488,2020-08-28 15:53:01
1259,PROSPER-FUTURE,-2.794,0.208,0,2020-08-28 15:53:04
1260,WONDERFUL-SKY,10.635,0.52,0,2020-08-28 15:53:07
1262,LABIXIAOXIN,-2.063,0.706,0,2020-08-28 15:53:10
1263,PC-PARTNER,66.071,0.783,0,2020-08-28 15:53:13
1265,TIANJINJINRAN,210,0.588,0,2020-08-28 15:53:17
1266,XIWANG-STEEL,49,0.181,0,2020-08-28 15:53:18
1268,MEIDONG-AUTO,49.719,16.041,1.43,2020-08-28 15:53:23
1269,FIRST-CAP-GP,-0.335,1.109,0,2020-08-28 15:53:24
1270,LANGHAM-SS,-0.778,0.206,3.542,2020-08-28 15:53:26
1271,GRAND-MING,191.667,2.714,6.304,2020-08-28 15:53:28
1272,DATANG-ENVIRO,9.88,0.31,4.512,2020-08-28 15:53:30
1273,HK-FINANCE-GP,2.91,0.263,6.667,2020-08-28 15:53:33
1275,NEW-CENT-REIT,-25.581,0.429,2.909,2020-08-28 15:53:40
1277,KINETIC-M&E,3.198,1.183,12.676,2020-08-28 15:53:45
1278,CHINANEWTOWN,12.818,0.29,2.837,2020-08-28 15:53:47
1280,QIDIAN-INTL,-1.689,-0.608,0,2020-08-28 15:53:52
1281,LT-SMART-ENERGY,-1.146,0.249,0,2020-08-28 15:53:53
1282,GLORY-SUN-FIN,11.923,1.211,0,2020-08-28 15:53:56
1283,ACCEL-GROUP,9.143,2.52,3.333,2020-08-28 15:53:57
1285,JIASHILI-GP,5.695,0.816,5.952,2020-08-28 15:54:01
1286,IMPRO-PRECISION,8.868,1.324,1.986,2020-08-28 15:54:04
1288,ABC,4.042,0.48,7.425,2020-08-28 15:54:08
1289,SUNLIT-SCI,13.803,0.178,0,2020-08-28 15:54:11
1290,CHINA-HUIRONG,15.962,0.45,1.566,2020-08-28 15:54:12
1292,CMA-LOGISTICS,-4.249,0.124,0,2020-08-28 15:54:16
1293,GRAND-BAOXIN,5,0.41,0,2020-08-28 15:54:19
1296,GUODIAN-TECH,-4,0.241,0,2020-08-28 15:54:25
1297,SINOSOFT-TECH,6.795,1.178,0,2020-08-28 15:54:27
1298,YUNNAN-ENERGY,-26.806,1.894,0,2020-08-28 15:54:29
1299,AIA,18.76,2.177,1.591,2020-08-28 15:54:31
1300,TRIGIANT,4.018,0.408,0,2020-08-28 15:54:34
1301,D&G-TECH,-16.19,0.851,0,2020-08-28 15:54:35
1302,LIFETECH-SCI,66.857,7.852,0,2020-08-28 15:54:39
1303,HUILI-RES,-7.455,0.278,0,2020-08-28 15:54:40
1305,WAI-CHI-HOLD,2.515,0.138,0,2020-08-28 15:54:43
1308,SITC,15.488,3.399,7.908,2020-08-28 15:54:50
1310,HKBN,73.402,2.505,5.126,2020-08-28 15:54:52
1312,TONGFANG-KONTA,14.143,0.391,0,2020-08-28 15:54:54
1313,CHINARES-CEMENT,9.449,1.939,5.232,2020-08-28 15:54:56
1314,TSUI-WAH-HLDG,-1.467,0.664,0,2020-08-28 15:54:58
1315,VISION-FAME,-4.5,4.32,0,2020-08-28 15:55:00
1316,NEXTEER,7.05,0.905,4.931,2020-08-28 15:55:03
1317,MAPLELEAF-EDU,12.828,2.057,1.789,2020-08-28 15:55:06
1318,GREENS-HOLDINGS,-2.274,-2.669,0,2020-08-28 15:55:08
1319,OIWAHPAWN,5.364,0.639,7.458,2020-08-28 15:55:09
1321,CHINA-NEWCITY,60.667,0.283,0,2020-08-28 15:55:14
1322,CW-GROUP-HOLD,0.666,0.082,10.39,2020-08-28 15:55:16
1323,HUASHENG-INTL,-26.207,3.378,0,2020-08-28 15:55:19
1326,TRANSMIT-ENT,-11.571,4.629,0,2020-08-28 15:55:27
1327,LUXXU-GROUP,-0.292,0.104,0,2020-08-28 15:55:28
1328,GOLDSTREAM-INV,-24,1.029,0,2020-08-28 15:55:29
1329,CAPITAL-GRAND,-12.245,0.241,0,2020-08-28 15:55:33
1330,DYNAGREEN-ENV,9.202,1.163,3.035,2020-08-28 15:55:36
1332,CHINA-TOUYUN,-3.963,1.471,0,2020-08-28 15:55:38
1333,CHINA-ZHONGWANG,3.494,0.237,5.988,2020-08-28 15:55:41
1335,SHEEN-TAI,-5.2,0.33,0,2020-08-28 15:55:46
1336,NCI,6.124,1.056,4.826,2020-08-28 15:55:47
1337,RAZER,-20.526,3.145,0,2020-08-28 15:55:48
1338,BAWANG-GROUP,-62,2.214,0,2020-08-28 15:55:51
1339,PICC-GROUP,4.643,0.561,6.385,2020-08-28 15:55:53
1340,HUISHENG-INTL,-0.358,0.108,0,2020-08-28 15:55:54
1341,HAO-TIAN-INTL,17.941,1.368,0,2020-08-28 15:55:56
1343,WEI-YUAN-HLDG,0,0,0,2020-08-28 15:55:59
1345,PIONEER-PHARM,12.292,1.165,11.102,2020-08-28 15:56:05
1346,LEVER-STYLE,5.067,0.909,10.526,2020-08-28 15:56:06
1347,HUA-HONG-SEMI,29.298,2.123,0,2020-08-28 15:56:07
1348,QUALI-SMART,-5.593,1.564,0,2020-08-28 15:56:10
1349,FUDANZHANGJIANG,18.291,4.459,1.551,2020-08-28 15:56:11
1353,NUOQI,-18.182,47.619,0,2020-08-28 15:56:23
1355,LEGEND-STRAT,-7.242,26.556,0,2020-08-28 15:56:28
1357,MEITU,-15.619,1.73,0,2020-08-28 15:56:34
1358,PW-MEDTECH,26.034,0.46,0,2020-08-28 15:56:36
1359,CHINA-CINDA,4.371,0.364,7.32,2020-08-28 15:56:38
1360,NOVA-GROUP,2.162,0.428,31.25,2020-08-28 15:56:41
1361,361-DEGREES,4.744,0.325,1.351,2020-08-28 15:56:43
1362,SIS-MOBILE,-28.333,1.513,0,2020-08-28 15:56:46
1363,CTEG,3.119,0.482,8.529,2020-08-28 15:56:48
1365,RUNDONG-AUTO,-0.028,-0.043,0,2020-08-28 15:56:52
1366,JIANGNAN-GP,0,0.325,1.333,2020-08-28 15:56:55
1367,SFUND-INTL-HLDG,-2.629,-2.285,0,2020-08-28 15:56:57
1368,XTEP-INT'L,7.645,0.858,7.605,2020-08-28 15:57:00
1369,WUZHOU-INT'L,-0.065,-0.048,0,2020-08-28 15:57:03
1370,AOWEI-HOLDING,-21.618,1.628,0,2020-08-28 15:57:05
1371,CHINA-LOTSYN,-0.376,0.852,0,2020-08-28 15:57:08
1372,BISU-TECH,-0.325,-0.302,0,2020-08-28 15:57:10
1373,IH-RETAIL,11.991,2.387,6.522,2020-08-28 15:57:13
1375,CC-SECURITIES,92.941,0.565,1.392,2020-08-28 15:57:16
1376,RAFFLESINTERIOR,0,0,0,2020-08-28 15:57:19
1378,CHINAHONGQIAO,6.566,0.631,9.423,2020-08-28 15:57:24
1380,CHI-KINGSTONE,-1.593,0.314,0,2020-08-28 15:57:26
1381,CANVEST-ENV,9.235,1.417,2.308,2020-08-28 15:57:29
1382,PACIFICTEXTILES,6.718,1.663,12.717,2020-08-28 15:57:30
1383,SUNCITY-GROUP,-3.414,-2.599,0,2020-08-28 15:57:32
1385,SHANGHAI-FUDAN,-57.088,5.186,0,2020-08-28 15:57:38
1386,VESTATE-GROUP,-1.7,-0.947,0,2020-08-28 15:57:39
1387,CHINA-DILI,18.739,1.234,0,2020-08-28 15:57:40
1388,EMBRY-HOLDINGS,5.526,0.189,2.857,2020-08-28 15:57:42
1389,MAJOR-HLDGS,-3.455,0.905,0,2020-08-28 15:57:44
1393,HIDILI-INDUSTRY,-1.043,0.511,0,2020-08-28 15:57:54
1395,ELL-ENV,103,0.33,4.854,2020-08-28 15:57:59
1396,HYDOO-INTL,-6,0.328,0,2020-08-28 15:58:01
1397,BAGUIO-GREEN,-11.296,0.534,0,2020-08-28 15:58:04
1398,ICBC,4.674,0.582,6.364,2020-08-28 15:58:06
1399,SCUD-GROUP,4.907,0.244,0,2020-08-28 15:58:08
1400,MOODY-TECH-HLDG,-0.086,-0.033,0,2020-08-28 15:58:09
1401,SPROCOMM-INTEL,10.536,0,0,2020-08-28 15:58:12
1402,I-CONTROL,123.333,2.624,2.432,2020-08-28 15:58:15
1410,EDVANCE-INTL,25.217,5.133,1.724,2020-08-28 15:58:37
1412,Q-P-GROUP,4.408,0,9.677,2020-08-28 15:58:40
1415,COWELL,11.642,1.014,14.639,2020-08-28 15:58:48
1416,CTR-HOLDINGS,9.211,1.862,0,2020-08-28 15:58:50
1417,RIVERINE-CHINA,45,3.571,0.356,2020-08-28 15:58:52
1418,SINOMAX-GROUP,-0.726,0.184,0,2020-08-28 15:58:55
1419,HUMAN-HEALTH,9.444,0.823,4.412,2020-08-28 15:58:59
1420,CHUAN-HOLDING,14.667,0.169,0,2020-08-28 15:59:02
1421,KINGBO-STRIKE,-2.929,0.462,0,2020-08-28 15:59:05
1425,JUSTIN-ALLEN-H,7.182,1.567,5.823,2020-08-28 15:59:17
1426,SPRING-REIT,13.385,0.466,7.05,2020-08-28 15:59:18
1427,CH-TIANBAO-GP,1.275,2.085,1.597,2020-08-28 15:59:21
1428,BRIGHT-SMART,6.691,1.659,58.065,2020-08-28 15:59:23
1430,SUCHUANG-GAS,31.954,1.57,1.115,2020-08-28 15:59:29
1431,YST-DAIRY,10.755,0.554,0,2020-08-28 15:59:31
1432,CHINA-SHENGMU,150,1.948,0,2020-08-28 15:59:34
1433,CIRTEK-HLDGS,3.471,0,0,2020-08-28 15:59:35
1439,MOBILE-INTERNET,-0.134,1.92,0,2020-08-28 15:59:47
1442,INFINITY-L&T,12.6,0,1.587,2020-08-28 15:59:51
1443,FULUM-GP-HLDG,-0.408,0.905,0,2020-08-28 15:59:53
1446,HUNGFOOKTONG,32.333,1.171,3.505,2020-08-28 15:59:59
1447,SFK,-8.889,0.571,12.5,2020-08-28 16:00:02
1448,FU-SHOU-YUAN,27.924,4.027,0.929,2020-08-28 16:00:04
1449,LEADER-EDU,0,0,0,2020-08-28 16:00:05
1450,CENTURY-SAGE,-0.681,0.337,0,2020-08-28 16:00:08
1451,MS-GROUP-HLDGS,9.365,0.723,0,2020-08-28 16:00:11
1452,DENOX-ENV,-1.778,0.288,0,2020-08-28 16:00:15
1456,GUOLIAN-SEC,11.961,0.772,0,2020-08-28 16:00:22
1458,ZHOU-HEI-YA,43.807,4.341,1.275,2020-08-28 16:00:26
1459,JUJIANG-CONS,2.929,0.277,4.878,2020-08-28 16:00:27
1460,ICO-GROUP,2.692,0.493,0,2020-08-28 16:00:29
1461,LUZHENG-FUTURES,19.697,0.267,0,2020-08-28 16:00:32
1462,GOLD-FIN-HLDG,1.8,0.649,0,2020-08-28 16:00:33
1463,C-LINK-SQ,30.976,0,0,2020-08-28 16:00:36
1466,AFFLUENTPARTNER,-0.161,0.543,0,2020-08-28 16:00:45
1468,KINGKEY-FIN-INT,-19.667,3.352,0,2020-08-28 16:00:51
1469,GET-NICE-FIN,12.857,0.458,6.944,2020-08-28 16:00:52
1470,PROSPER-ONE,-1.622,3.529,0,2020-08-28 16:00:56
1472,SANG-HING-HLDGS,4.048,0.882,3.922,2020-08-28 16:00:59
1475,NISSIN-FOODS,35.299,2.472,1.416,2020-08-28 16:01:08
1476,HENGTOU-SEC,9.818,0.723,0,2020-08-28 16:01:10
1477,OCUMENSION-B,0,0,0,2020-08-28 16:01:12
1478,Q-TECH,18.647,3.583,1.008,2020-08-28 16:01:14
1480,YAN-TAT-GROUP,6.824,0.713,0,2020-08-28 16:01:18
1483,U-BANQUET-GP,-10.325,2.867,0,2020-08-28 16:01:28
1485,TENNESSEE-B2025,0,0,0,2020-08-28 16:01:32
1486,C-CHENG-HLDGS,-21.463,0.613,0,2020-08-28 16:01:36
1488,BEST-FOOD-HLDG,-7.471,1.02,0,2020-08-28 16:01:39
1492,ZHONGDI-DAIRY,17.037,0.811,0,2020-08-28 16:01:46
1495,JIYI-HOLDINGS,33.81,0.82,0,2020-08-28 16:01:52
1496,AP-RENTALS,-9.522,0.855,0,2020-08-28 16:01:53
1498,PURAPHARM,-0.78,0.494,0,2020-08-28 16:01:56
1499,OKG-TECH,-16.667,3.509,0,2020-08-28 16:01:58
1500,INCON,24,0.4,0,2020-08-28 16:02:01
1501,KDL-MEDICAL,65.927,7.074,0.336,2020-08-28 16:02:02
1502,FIN-STREET-PPT,0,0,0,2020-08-28 16:02:04
1503,CMC-REIT,94.643,0.706,3.585,2020-08-28 16:02:08
1508,CHINA-RE,5.409,0.375,5.581,2020-08-28 16:02:20
1509,HARMONICARE,47.442,0.952,0,2020-08-28 16:02:21
1513,LIVZON-PHARMA,24.228,2.819,3.328,2020-08-28 16:02:30
1515,CR-MEDICAL,15.53,1.065,1.845,2020-08-28 16:02:36
1518,NC-HEALTHCARE,-17.541,0.387,0,2020-08-28 16:02:41
1520,CEFC-FIN-INV,-3.422,0.851,0,2020-08-28 16:02:46
1521,FRONTAGE,50.625,3.947,0,2020-08-28 16:02:49
1522,BII-TRANS-TECH,8.37,0.369,5.195,2020-08-28 16:02:51
1523,PLOVER-BAY-TECH,10.549,3.78,11.146,2020-08-28 16:02:52
1525,GENCH-EDU,14.39,0,1.488,2020-08-28 16:02:56
1526,RICI-HEALTH,-18.776,2.031,0,2020-08-28 16:02:58
1527,TENGY-ENV,4.12,0.187,0,2020-08-28 16:02:59
1528,RS-MACALLINE,0,0.385,5,2020-08-28 16:03:00
1529,GOAL-RISE,10.769,0.795,0,2020-08-28 16:03:01
1530,3SBIO,22.214,2.246,0,2020-08-28 16:03:03
1532,CHINA-PARTYTIME,-1.167,0.201,0,2020-08-28 16:03:06
1533,ZHUANGYUAN-PA,0,0.846,0.987,2020-08-28 16:03:07
1536,YUK-WING-GP,8.056,0.734,0,2020-08-28 16:03:15
1538,ZHONG-AO-HOME,9.597,1.541,1.958,2020-08-28 16:03:18
1539,SYNERGY-GROUP,-1.175,0.404,0,2020-08-28 16:03:19
1540,LEFTFIELD-PRINT,6.923,0.82,17.778,2020-08-28 16:03:20
1542,TAIZHOU-WATER,5.515,0.889,4.579,2020-08-28 16:03:25
1543,JOIN-SHARE,13.895,0.882,5,2020-08-28 16:03:27
1545,DESIGN-CAPITAL,5.789,0.719,8.182,2020-08-28 16:03:32
1546,THELLOY-DEV,14.5,1.506,4.31,2020-08-28 16:03:34
1547,IBI-GROUP-HLDGS,8.111,1.296,4.566,2020-08-28 16:03:38
1548,GENSCRIPT-BIO,-35.676,9.149,0,2020-08-28 16:03:40
1549,EVER-HARVEST-GP,100,1.22,0,2020-08-28 16:03:42
1551,GRCB,3.839,0.493,6.657,2020-08-28 16:03:47
1552,BHCC-HOLDING,0,0.554,0,2020-08-28 16:03:48
1553,MAIKE-TUBE,5.185,0.909,0,2020-08-28 16:03:50
1555,MIE-HOLDINGS,0,-0.098,0,2020-08-28 16:03:56
1556,CHINNEY-KW,4.526,0.57,8.721,2020-08-28 16:03:59
1557,K.H.-GP-HLDGS,286.667,3.723,0,2020-08-28 16:04:01
1558,HEC-PHARM,4.69,2.04,3.911,2020-08-28 16:04:04
1559,KWAN-ON-HLDGS,11.615,0.463,0,2020-08-28 16:04:06
1560,STAR-PROPERTIES,55.556,0.454,0.4,2020-08-28 16:04:08
1561,PAN-ASIA-DATA-H,-52.973,1.721,0,2020-08-28 16:04:09
1563,IA-FIN-LEASING,-12.5,0.964,0,2020-08-28 16:04:12
1565,VIRSCEND-EDU,20.347,2.966,2.73,2020-08-28 16:04:16
1566,CA-CULTURAL,16.781,2.342,0,2020-08-28 16:04:19
1568,SUNDART-HLDGS,14.241,2.315,0,2020-08-28 16:04:24
1569,MINSHENG-EDU,12.526,1.138,2.353,2020-08-28 16:04:26
1570,WEIYE-HOLDINGS,-25.455,0.541,0,2020-08-28 16:04:28
1571,XIN-POINT-HOLD,8.603,0.749,6.954,2020-08-28 16:04:32
1572,CHINA-ART-FIN,2,0.217,0,2020-08-28 16:04:33
1573,SOUTHERN-ENERGY,2.08,0.36,0,2020-08-28 16:04:34
1575,MORRIS-HOLD,-0.726,0.516,0,2020-08-28 16:04:39
1576,QILU-EXPRESSWAY,5.986,0.816,10.289,2020-08-28 16:04:42
1577,HUIXIN-CREDIT,11.792,0.704,4.4,2020-08-28 16:04:44
1578,BANK-OF-TIANJIN,3.878,0.35,6.062,2020-08-28 16:04:45
1579,YIHAI-INTL,154.348,45.79,0.177,2020-08-28 16:04:49
1580,DA-SEN-HLDGS,-3.167,0.614,0,2020-08-28 16:04:51
1581,PROGRESSIVE-P,-6.267,0.516,0,2020-08-28 16:04:52
1582,CR-CONSTRUCTION,3.8,0.542,13.158,2020-08-28 16:04:55
1583,QINQIN-FOODS,17,1.253,0,2020-08-28 16:04:57
1585,YADEA,40.769,6.801,0,2020-08-28 16:05:03
1586,CHINA-LEON,15.588,1.701,3.868,2020-08-28 16:05:06
1587,SHINEROAD-INTL,6.837,0.67,0,2020-08-28 16:05:08
1588,CHANJET,25.826,1.841,3.488,2020-08-28 16:05:10
1589,CNLP,31.565,0.962,0,2020-08-28 16:05:11
1591,SHUN-WO-GROUP,-2.75,0.88,0,2020-08-28 16:05:18
1592,ANCHORSTONE,152.5,2.402,0,2020-08-28 16:05:19
1593,CHEN-LIN-EDU,16.047,2.344,1.014,2020-08-28 16:05:22
1596,YICHEN-IND,16.224,1.612,1.202,2020-08-28 16:05:28
1598,21CENTURY-EDU,8.816,1.098,3.284,2020-08-28 16:05:32
1599,UCD,4.121,0.562,0,2020-08-28 16:05:34
1600,TIAN-LUN-GAS,6.708,1.372,4.288,2020-08-28 16:05:37
1601,ZGC-TEC-LEASING,6.194,0,4.271,2020-08-28 16:05:40
1606,CDB-LEASING,4.462,0.511,9.828,2020-08-28 16:05:53
1608,VPOWER-GROUP,26.847,2.707,1.242,2020-08-28 16:05:59
1609,CHONG-KIN-GP,-10.078,3.875,0,2020-08-28 16:06:01
1610,COFCO-MEAT,0,2.121,4.511,2020-08-28 16:06:03
1611,HUOBI-TECH,-200.5,8.354,0,2020-08-28 16:06:05
1612,VINCENT-MED,96.111,3.128,0.636,2020-08-28 16:06:06
